Raw_PPG,Processed_PPG
-28.23,0.1397495170584745
-12.0,0.16907467512356436
5.77,0.2011804513063612
22.14,0.23075839283669716
35.58,0.2550459375586685
46.03,0.2739347497014556
54.55,0.2893387612162072
62.73,0.30412887002964695
72.16,0.3211759740684982
84.03,0.3426287327873527
98.76,0.3692454965819487
115.77,0.3999790196676954
133.56,0.4321209077740989
150.16,0.4621141364259105
163.55,0.48631140133886547
171.99,0.5015709651591908
174.33,0.5058163922795078
170.34,0.4986323955783411
161.02,0.4818245712360197
148.67,0.4595457904673007
136.48,0.4375559050874343
127.48,0.4213258715228182
123.35,0.41388909135640534
123.56,0.41428859861262135
125.5,0.41781178726080676
125.69,0.4181751825934161
121.44,0.4105217308853637
112.33,0.39409308174091134
100.51,0.3727712669477669
89.79,0.3534356079529845
83.85,0.3427306987001758
84.5,0.3439246682757366
90.58,0.3549230251104849
98.22,0.3687381119865469
102.07,0.3757099893391611
97.21,0.3669551239611079
80.75,0.33725534289123593
52.76,0.2867370378621681
16.11,0.22058226991144927
-24.51,0.1472592851248235
-64.1,0.07579606440393684
-98.63,0.013469160355515986
-126.02,-0.035965786965354296
-146.34,-0.0726351692912971
-161.43,-0.09986128359411822
-174.05,-0.12262757533152602
-186.88,-0.14577304226680288
-201.59,-0.17231303002109888
-218.53,-0.20287949725752902
-236.82,-0.23588351933740337
-254.84,-0.26840003044858907
-270.83,-0.2972511813137063
-283.23,-0.3196202418914418
-290.7,-0.3330877133001541
-292.19,-0.33575771955049794
-287.01,-0.32638439927804586
-275.3,-0.30522053594804394
-258.52,-0.27490229998377314
-239.6,-0.24072008819359758
-222.33,-0.2095171101009654
-210.1,-0.18741433675719232
-204.57,-0.17740905782162497
-204.74,-0.1776956771139342
-207.22,-0.1821532235828039
-207.36,-0.18238567498970326
-200.79,-0.17050257602659347
-184.78,-0.14157464912117612
-158.8,-0.09464492829787646
-124.31,-0.032349583979975116
-84.0,0.04045433010744212
-40.96,0.11818752176715812
1.88,0.1955595941908083
42.04,0.2680926688511762
77.54,0.33221166531120994
106.99,0.3854068048802519
129.79,0.4265947298501047
146.49,0.45676851811994945
158.86,0.4791240749289685
169.67,0.498662901696674
181.77,0.5205309475370044
196.95,0.5479602296127484
214.92,0.5804271250316111
233.06,0.6132009718011299
247.22,0.6387885457729382
253.25,0.6496966227986702
248.72,0.6415376041601256
233.81,0.6146364971697639
210.92,0.5733267326603748
183.39,0.5236390018742585
153.94,0.4704845264219102
123.84,0.41615641345234766
93.21,0.3608713345072107
62.13,0.3047737372809256
31.71,0.2498678335336578
4.6,0.20093845314327966
-15.95,0.16385378369586115
-27.53,0.14296531198599566
-29.94,0.13863415724974906
-25.62,0.14645466480711802
-18.98,0.15846415550285076
-14.82,0.16599576767136706
-16.61,0.16278408256692456
-25.45,0.1468429443911611
-39.99,0.12060990798752115
-57.36,0.08926703439354956
-74.47,0.05839361580646349
-89.1,0.03199807574659397
-100.38,0.011651282890827258
-108.54,-0.003062049882312373
-114.15,-0.013171112395612417
-117.45,-0.01910924773235209
-118.05,-0.020172273382202816
-115.18,-0.01496988028631116
-108.36,-0.0026353822781192138
-98.04,0.016018702361225046
-85.73,0.03826592339942442
-73.55,0.060278416934180956
-63.37,0.07867971810827912
-56.0,0.0920072940156522
-50.93,0.10118199870826804
-46.84,0.10858721914416129
-42.44,0.11655217439595661
-37.2,0.12603383043922844
-31.49,0.13636411668725504
-26.22,0.14589994061593675
-22.18,0.15321488124281354
-19.48,0.1581103229880492
-17.55,0.16161545567443134
-15.55,0.16524698009343655
-12.9,0.17005214202965574
-9.58,0.17606705340669548
-6.12,0.18233474824898133
-3.27,0.18750102942126637
-1.56,0.1906089309479761
-1.08,0.1914959491728809
-1.45,0.19084821064450586
-1.95,0.18996574461268803
-1.79,0.1902749720598875
-0.25,0.19307592223594125
3.11,0.1991630574601942
8.42,0.20877110523608908
15.36,0.22132227478592056
23.26,0.23560681666886812
31.09,0.24976496681919264
37.73,0.26177445751492534
42.22,0.2699019164229503
43.96,0.2730639858350699
42.9,0.2711703859422677
39.53,0.26510585887290505
34.81,0.25660377696009795
29.93,0.24781279965843817
25.98,0.24070102680448457
23.69,0.23658654360987746
23.15,0.23563185373084644
23.91,0.23702443888624344
25.24,0.23944621386442808
26.54,0.24181382095720283
27.57,0.24369391708128868
28.59,0.24555595724357127
30.13,0.24835690741962502
32.79,0.2531801253176475
36.97,0.26074784940977036
42.85,0.27138508700845293
50.28,0.2848209986866458
58.68,0.3000083386597579
66.97,0.3149970630530338
73.45,0.32671765835991395
76.26,0.3318117156849858
73.96,0.32767917652857537
66.28,0.3138325299219938
54.47,0.29252877109065256
41.0,0.26822772259996486
28.55,0.245768382213213
18.99,0.2285272147876125
12.7,0.21719034687168856
8.73,0.21004246209412838
5.71,0.20460989368788093
2.74,0.19926760509064997
-0.1,0.1941600439968618
-2.07,0.19062335157996002
-2.55,0.18977699747174878
-1.72,0.1912959743597688
-0.73,0.19310384663664149
-1.13,0.1924019402228566
-3.96,0.1873124350908717
-9.14,0.17797977893511316
-15.61,0.16631790370672994
-22.08,0.15465602847834675
-28.06,0.14387889537832482
-34.54,0.13219896418813834
-43.74,0.11560781138745638
-57.95,0.08997062172332505
-78.11,0.05359013478623495
-103.01,0.008651121954384333
-129.52,-0.039194900727796245
-153.88,-0.08315889162226892
-173.17,-0.11796850988247265
-186.36,-0.14176399144266816
-194.27,-0.1560259251707255
-198.85,-0.1642752236182865
-202.18,-0.170267526840436
-205.7,-0.17660289333684798
-210.12,-0.1845632963955564
-215.5,-0.19425707178738072
-221.49,-0.20505226084920591
-227.2,-0.21534188298053897
-231.11,-0.2223814319872795
-230.96,-0.22209026050188319
-224.15,-0.20977381845549453
-208.54,-0.18156813002220873
-183.34,-0.1360467742195658
-149.72,-0.0753222985785511
-110.58,-0.004630932022118978
-69.48,0.0695994030477584
-29.29,0.14218664559353617
8.93,0.21121686366406536
46.1,0.2783512057452489
84.15,0.3470744724651222
124.39,0.41975199481991643
166.23,0.4953184710632373
206.95,0.5688626795845895
242.9,0.6337941943257714
271.14,0.684804562516615
290.7,0.7201423558622012
302.57,0.7415951145810558
308.59,0.7524851356449844
310.09,0.7552138619738251
307.17,0.7499618531856106
299.19,0.7355735277249301
285.74,0.7113085911578491
267.52,0.6784309608105976
246.28,0.640100429998752
224.11,0.6000906947392002
202.66,0.5613809887294852
182.72,0.5253977329520676
164.49,0.49250204664301306
148.03,0.4628022655731409
133.44,0.4364789493604845
120.59,0.413297370501601
108.62,0.39170471628140713
95.78,0.3685411933843268
79.9,0.3398886580990458
59.33,0.30276787672802064
33.97,0.2569982896532186
5.71,0.2059924736554619
-21.82,0.1563047428693455
-44.31,0.11571721683208831
-58.11,0.09082032160189198
-61.44,0.08482801837974249
-54.91,0.09663889349563905
-41.28,0.12126950149187295
-24.58,0.15144328976171756
-8.69,0.1801545451254955
3.74,0.20261843770533436
11.87,0.21731826670975762
16.28,0.22530127792335622
18.12,0.22864390695350875
18.15,0.22871840689726539
16.31,0.22541644198380642
11.94,0.21754631873411456
4.44,0.20402467943999225
-6.07,0.18506819564307903
-18.69,0.16230190390567117
-31.98,0.13832586272744274
-44.69,0.11539706733380524
-56.08,0.09485165889820231
-65.92,0.07710492454210961
-74.14,0.06228325599815035
-80.43,0.05094638808222632
-84.24,0.044087398693518826
-84.98,0.042771589578422003
-82.4,0.04745035978201814
-76.85,0.05749175064119205
-69.3,0.0711443338610244
-61.03,0.08609694633069373
-53.29,0.10009259282478859
-46.98,0.11150623678101271
-42.43,0.11974203145985737
-39.4,0.12523331994460168
-37.25,0.12913568379065624
-35.24,0.13278526417146475
-32.86,0.13710291513899503
-30.04,0.1422150284258702
-27.08,0.14757992517799146
-24.39,0.1524573109614238
-22.19,0.15644995461649483
-20.21,0.16004536711189343
-17.88,0.1642727382704073
-14.53,0.17034181753285693
-9.86,0.1787942837533411
-4.18,0.18907040211595783
1.64,0.1995993039438206
6.58,0.2085392811329937
9.83,0.2144278007774104
11.13,0.21679540787018514
10.86,0.21632822895984305
9.84,0.21450685291425403
9.04,0.21308270802833743
9.25,0.21348221528455336
10.73,0.21617482968978735
13.14,0.22054664854272754
15.59,0.22499069124288087
17.01,0.22757496987729514
16.64,0.22692723134892012
14.53,0.22313775546677225
11.67,0.21799408244937749
9.69,0.21443933407067242
10.11,0.21521801652475747
13.53,0.22141348751983014
19.13,0.23154515818802052
24.96,0.2420921159776866
28.73,0.2489195456358745
28.97,0.2493732207775003
25.63,0.2433628615935475
20.02,0.2332537990802474
13.95,0.22231416232399587
8.73,0.21290928232102418
4.53,0.20534611042198828
0.6,0.19827044949164124
-4.04,0.18991281527326048
-9.78,0.1795690252565176
-16.01,0.1683404931114134
-21.46,0.15852032598696597
-24.8,0.15250996680301318
-25.41,0.15142888519135916
-23.65,0.15462706652708536
-20.68,0.16001001924100988
-17.92,0.16501379675706526
-16.36,0.16785085885672563
-16.23,0.1681059184185152
-16.99,0.16675399737981178
-17.76,0.16538402037930505
-17.77,0.16538629647584854
-16.84,0.1670858329819015
-15.24,0.169995118928775
-13.4,0.17333774795892753
-11.46,0.176860936607113
-9.13,0.18108830776562682
-5.92,0.18690460356283037
-1.53,0.19485150285282238
3.94,0.20474844601756995
10.31,0.2162704257446138
17.72,0.22967022549920002
26.86,0.2461937066457558
38.56,0.2673395140139543
52.95,0.2933423751072385
68.7,0.3218008470057703
83.1,0.34782176406085774
93.08,0.36586194599889
96.72,0.37245464815363505
94.4,0.36828599707361814
88.53,0.35770747955343246
82.42,0.34669561894996775
78.56,0.3397463497522438
77.46,0.3377805260122284
77.65,0.33814392134483773
76.61,0.3362864333756421
72.0,0.32798296704267127
62.57,0.3109765271205136
48.34,0.2853032255327757
30.21,0.25258809884175387
9.6,0.21539509362351564
-11.92,0.1765589958811778
-32.58,0.1392757108539231
-50.34,0.10722865474962306
-63.18,0.08406513185254276
-69.54,0.07260187220399579
-69.06,0.07348889042890056
-62.94,0.08455947111086214
-53.91,0.10088433667758168
-45.47,0.116143900497907
-40.73,0.12472275845101424
-41.34,0.12364167683936018
-46.98,0.11347844644065024
-55.55,0.09802481923357566
-64.11,0.0825892479883044
-69.99,0.07199267450631541
-71.71,0.06890738113449599
-69.25,0.07336947979645259
-63.88,0.08308586334316721
-57.5,0.09462589903201438
-51.98,0.10461312200577841
-48.41,0.11107943242790044
-46.71,0.11416927799280689
-45.62,0.11615770988771251
-43.01,0.12089064797671853
-36.78,0.1321598442385163
-25.81,0.15198756639507452
-10.7,0.17929045673819569
6.19,0.20980730828230282
21.5,0.2374713178614898
32.18,0.2567754171257526
36.63,0.2648306521865643
35.21,0.26228703766884365
29.84,0.25261131823882255
22.98,0.24024526050011094
16.57,0.22869172104254748
11.55,0.21964796027564162
7.99,0.21324036993201642
5.67,0.20907171885199943
4.61,0.20717811895919724
5.21,0.20828180872574154
7.99,0.21332169816540353
13.14,0.22264085055244573
20.1,0.23522813202588383
27.61,0.24880849139850297
34.12,0.2605832545907929
38.43,0.2683857061863586
40.14,0.2714936077130683
39.82,0.27093614899370977
38.68,0.26889810140648124
37.85,0.26741978863515475
37.7,0.2671692812664522
37.41,0.2666659904325035
35.23,0.2627501228177326
29.24,0.2519549337559074
18.32,0.23225815552505918
2.71,0.20409313120846698
-16.03,0.17027659084744434
-35.72,0.13474473411510896
-54.49,0.10087402586867643
-71.46,0.07025339074683651
-86.56,0.04300922048221223
-99.83,0.01906929122759035
-110.66,-0.0004649833470282416
-117.71,-0.013174104360002326
-119.68,-0.01671079677690418
-116.45,-0.010858389056094042
-109.76,0.00124138144865521
-102.81,0.01381060696028999
-98.74,0.02117971547257666
-99.06,0.02062225675321805
-102.96,0.01360076370828095
-108.01,0.0045028350559651875
-111.61,-0.0019769791348731303
-112.26,-0.003130284593740401
-109.72,0.0014762617626425945
-104.39,0.011120421462144064
-96.4,0.02556746700132123
-85.34,0.045557692814109096
-70.66,0.07208417679968868
-52.4,0.10507469511084688
-31.17,0.14342783407758278
-7.47,0.18624079560973184
19.08,0.23419970625581915
49.86,0.2897962887446991
86.16,0.3553597621489962
127.69,0.43036650357641515
171.68,0.5098150116074438
213.35,0.5850745365001089
247.53,0.6468101460021081
270.45,0.6882147425136003
280.54,0.7064535400314689
277.78,0.7014904266321069
262.62,0.6741379205966629
235.45,0.625100204435465
197.37,0.5563634339468755
151.25,0.4731096701684392
102.26,0.38467384535245785
57.03,0.3030270621745144
21.57,0.23902095367838738
-0.84,0.19857787533555654
-10.51,0.18113809233011985
-10.62,0.1809598088086304
-5.34,0.19051368869911542
1.96,0.20371487287386544
9.31,0.21700633685763193
15.71,0.22858248447008564
20.17,0.2366557754927007
21.23,0.23859003950219643
17.28,0.23147826664824284
7.4,0.21365930844493702
-8.09,0.18571095566998433
-27.68,0.15035965855568187
-49.02,0.11184856812580328
-69.24,0.0753597454178934
-85.11,0.04672526609441563
-93.09,0.032336940633735295
-90.04,0.037864341042086164
-74.38,0.0661603092843884
-47.33,0.11502201802064033
-13.4,0.17630622847755723
20.6,0.23771683066709717
47.73,0.28672298709777544
63.38,0.31500089937827436
66.77,0.3211422024879371
60.69,0.3101845097698823
49.72,0.2903974517300177
38.03,0.269310364440316
27.89,0.25102195123012455
19.63,0.23612805883895205
12.56,0.22338282590237132
6.1,0.2117390066357914
0.37,0.2014132725808518
-3.99,0.19356120529296322
-6.48,0.18908560286229026
-7.31,0.1876072900909638
-7.52,0.18724844695144144
-8.57,0.18537290302044254
-11.76,0.17963338326353914
-17.72,0.16889236208712383
-26.13,0.15372763026890196
-35.7,0.13646840688149817
-44.4,0.12078005217098083
-49.93,0.11081543735210704
-50.46,0.10987880343487935
-45.26,0.11928823563093804
-35.26,0.13736452949257694
-23.14,0.15926868725651372
-13.03,0.17754359669798883
-9.72,0.18354045211322528
-17.43,0.16963963762123385
-38.43,0.1317424498926672
-71.86,0.07140170164260849
-113.28,-0.003365760088280656
-155.41,-0.07941519510720352
-190.18,-0.14217544223890344
-211.15,-0.18001846208206013
-215.39,-0.18765385782830923
-204.12,-0.16728445681765236
-181.54,-0.12649376300747184
-152.9,-0.0747611563444966
-122.76,-0.020320155411027385
-94.25,0.031177723748505193
-69.37,0.07612128877344278
-49.68,0.11169380962247172
-36.58,0.13536745164313113
-30.63,0.14613108097443675
-30.64,0.1461333570709802
-33.24,0.14145913906047103
-33.54,0.1409377922647191
-26.89,0.15296533892225508
-10.52,0.18254328045259105
15.51,0.2295632810849072
48.58,0.289294678826741
84.61,0.3543706412623492
119.64,0.4176410075176283
150.75,0.47383343674601675
176.53,0.5204020383332506
196.8,0.5570218049668706
212.1,0.5846677585842541
223.13,0.6046038165116323
230.46,0.6178591685717921
234.38,0.6249574376570294
234.9,0.6259166797291473
231.66,0.6200868801632275
223.72,0.6057707785497602
209.35,0.5798446934967764
186.17,0.538011306095092
151.86,0.4760816332063435
105.54,0.3924667501918413
49.33,0.2909945209538831
-10.77,0.18249852257444432
-65.53,0.08364440779796353
-104.96,0.01247008246592951
-121.87,-0.018042216885090695
-114.71,-0.005093816175586741
-88.65,0.04198035234213929
-53.79,0.10494376724676237
-21.75,0.16281540092285704
-1.92,0.19864070523713206
1.11,0.20413199372187635
-11.9,0.1806615194741401
-36.02,0.13713087166294632
-64.23,0.08621533547420608
-89.5,0.040608252055633676
-106.51,0.00991539308658057
-112.48,-0.0008436840516380384
-107.19,0.00872825180065026
-92.25,0.03572419079311548
-70.2,0.07555791862772133
-43.65,0.12351682927380866
-15.04,0.17519526805137417
13.05,0.22593479681516848
37.53,0.27015612336797434
54.9,0.3015396610786395
62.12,0.3145963975589632
57.84,0.30688877796550096
43.26,0.28058351771464785
21.93,0.24209048324657256
-1.54,0.19973347295259275
-23.19,0.1606626477068121
-40.9,0.12870587141152862
-54.58,0.10402564772297174
-65.36,0.0845816529573696
-74.41,0.06826133958373704
-82.2,0.05421607739731926
-88.44,0.04296948929041178
-92.45,0.03574938066563843
-93.87,0.03320576614791773
-92.87,0.035031694386593704
-90.17,0.039927136131829355
-86.59,0.04641150251575474
-82.65,0.053545883524598575
-78.33,0.061366391081967536
-73.19,0.07066748750720647
-66.85,0.08213529934884045
-59.36,0.09567954679785301
-51.45,0.10998214464260386
-44.38,0.12276804169587816
-39.49,0.13161773907603477
-37.6,0.13505064791520374
-38.62,0.13322927186961475
-41.63,0.1278147594251706
-45.17,0.12144328100515196
-47.8,0.11671489510923293
-48.51,0.11545325387954597
-47.03,0.11814586828477998
-43.76,0.12407049985280327
-39.63,0.1315479441359097
-35.71,0.13864621322114698
-32.77,0.14397499804966163
-30.99,0.1472092913089944
-29.87,0.14925189108930992
-28.48,0.15178200183831428
-25.94,0.15638854819469725
-21.92,0.16366737689796745
-16.77,0.17298652928500968
-11.3,0.18288347244975725
-6.34,0.19185956156253692
-2.26,0.19924672603662685
1.13,0.20538802914628967
4.36,0.21124043686709978
7.8,0.21747201978577907
11.61,0.22437167329118013
15.91,0.23215606892494253
21.31,0.24192662035706702
29.27,0.2563194980108343
41.81,0.27898200617050944
60.82,0.31332672161691444
86.92,0.36047311398185367
118.92,0.4182725238107352
153.84,0.48134427448617806
187.6,0.542321533592439
216.1,0.5938013567901682
236.1,0.6299336124550993
245.9,0.6476487870806724
245.63,0.6471816081703301
237.11,0.631818260772272
223.46,0.6071922049691252
208.37,0.5799660906663041
195.09,0.5560081054498791
185.58,0.5388572178332949
180.04,0.5288745470526178
176.96,0.5233336428755506
173.97,0.5179552423547131
168.6,0.508279522924692
158.91,0.49080362799564886
143.5,0.4629997229151225
121.41,0.42313443534999695
92.04,0.3701244075920748
55.42,0.3040238075267659
12.7,0.22690907076144878
-33.47,0.1435650271739959
-79.28,0.060870998211461524
-120.64,-0.013788127748607854
-154.32,-0.07458027504374892
-178.73,-0.11863454574723808
-194.09,-0.14634817101874797
-201.89,-0.160411489166969
-204.17,-0.1645079163997729
-202.63,-0.16170696622371916
-198.24,-0.15376006693372724
-191.14,-0.1409200019950429
-180.95,-0.12250064485914153
-167.25,-0.09774364513028455
-150.04,-0.06664900280847208
-130.22,-0.030841754456000348
-109.57,0.00646413872614468
-90.4,0.04109774956140236
-74.82,0.06924927010927828
-63.96,0.08887837668600028
-57.52,0.10052674814566717
-53.93,0.10702917049139582
-51.05,0.11224961954909071
-47.2,0.11922149690170496
-41.84,0.12891982448661632
-35.63,0.14015290882480747
-29.88,0.15055541892004723
-25.76,0.15801480724135034
-23.73,0.16170049954576543
-23.44,0.16224445449640768
-24.08,0.16110920499934375
-24.85,0.15973922799883705
-25.28,0.15898315369964225
-25.19,0.15916598941421867
-24.5,0.16043218283699262
-23.07,0.16303451743321018
-20.67,0.16738828032434705
-17.19,0.17369208709023948
-12.78,0.18167509830383807
-7.96,0.19039840395137164
-3.44,0.19858003074480646
0.13,0.20504634116692852
2.31,0.20900287289839298
3.04,0.21034129016838007
2.61,0.2095852158691853
1.55,0.2076916159763831
0.51,0.2058341280071875
0.07,0.20505999774618944
0.64,0.20610951962732388
2.28,0.20909102942141056
4.82,0.21369757577779352
7.89,0.21926108810975098
11.17,0.22520377563957758
14.41,0.23107423932219098
17.43,0.236547471845132
20.13,0.24144291359036762
22.38,0.24552583705445513
24.02,0.24850734684854184
24.91,0.2501346595073816
24.96,0.25024527137474484
24.17,0.24883918245063155
22.62,0.24606084042946805
20.5,0.24225330858551689
18.01,0.23777770615484395
15.41,0.2331034881443348
12.96,0.228700109560875
10.97,0.22512730522036664
9.73,0.22290869801510518
9.5,0.22251374295197626
10.39,0.22414105561081604
12.3,0.2276100763735916
14.87,0.23227079061538444
17.55,0.2371301204370135
19.75,0.24112276409208455
21.02,0.24343620329944943
21.2,0.24378154267025545
20.35,0.2422671179753224
18.73,0.23936238422153588
16.56,0.23546457256856826
14.02,0.23089869032887886
11.22,0.22586335308230382
8.27,0.22055717640867945
5.38,0.2153593355058748
2.71,0.2105587257627426
0.33,0.20628173891190585
-1.8,0.2024561511061514
-3.83,0.1988111229184299
-5.92,0.1950577589598886
-8.08,0.1911780032687243
-10.15,0.1874607512337896
-11.9,0.18432128997656028
-13.11,0.1821568506567087
-13.77,0.18098548923603822
-14.04,0.1805183103256961
-14.13,0.18037613872781325
-14.14,0.18037841482435674
-13.92,0.18079597804237593
-13.17,0.18217050723596961
-11.54,0.18513396106825303
-8.89,0.18993912300447222
-5.42,0.19622487380856135
-1.56,0.20321480712297887
2.11,0.20986167716313386
5.2,0.2154613014186979
7.55,0.2197247845008183
9.25,0.22281463006572477
10.51,0.22511001331128636
11.41,0.2267553819319294
11.9,0.2276604561186375
11.85,0.22759050836796782
11.22,0.2264733148327072
10.19,0.22463388282531488
9.18,0.22283056274152915
8.62,0.22183976093889157
8.77,0.22213093242428775
9.59,0.22363185335050448
10.69,0.22563834120721338
11.58,0.22726565386605316
11.93,0.22791794458751516
11.65,0.22743270971536977
11.01,0.22629746021830585
10.36,0.22514415475943864
9.96,0.22444224834565374
9.89,0.22433618867137747
9.95,0.224464856500544
9.91,0.2244129647116776
9.59,0.22385550599231904
8.99,0.2227924803424683
8.21,0.2214044473801583
7.39,0.2199441905706351
6.55,0.21844782183750536
5.64,0.21682506137175256
4.59,0.21494951744075366
3.46,0.21292952581532842
2.47,0.21116231765514928
1.97,0.21027985162333146
2.21,0.21073352676495727
